client_id,round_number,hierarchy,num_samples,set,accuracy,loss
f1729_47,20,,54,train,0.10416666666666667,138.17097
f1745_36,20,,139,train,0.096,150.58981
f1746_28,20,,115,train,0.10679611650485436,135.96037
f1767_34,20,,51,train,0.17777777777777778,156.48067
f1790_11,20,,143,train,0.0703125,165.28549
f1802_35,20,,109,train,0.1836734693877551,125.759964
f1806_29,20,,177,train,0.09433962264150944,143.71198
f1829_17,20,,128,train,0.10434782608695652,164.85988
f1845_02,20,,13,train,0.0,181.0541
f1859_39,20,,108,train,0.13402061855670103,130.85455
f1883_03,20,,163,train,0.136986301369863,134.4573
f1891_18,20,,122,train,0.07339449541284404,145.86897
f1903_48,20,,145,train,0.07692307692307693,152.21275
f1922_38,20,,153,train,0.0948905109489051,152.18108
f2032_22,20,,110,train,0.10101010101010101,162.39339
f2041_22,20,,158,train,0.11971830985915492,148.9396
f2053_20,20,,164,train,0.06802721088435375,186.27608
f2055_31,20,,159,train,0.055944055944055944,215.74118
f2057_23,20,,150,train,0.11851851851851852,140.36111
f2079_27,20,,153,train,0.08029197080291971,153.32321
f2084_07,20,,160,train,0.08333333333333333,161.94646
f2091_28,20,,170,train,0.0784313725490196,163.91934
f2104_50,20,,157,train,0.07801418439716312,155.90701
f2126_57,20,,158,train,0.1056338028169014,166.4487
f2194_63,20,,172,train,0.06493506493506493,168.69145
f2200_55,20,,168,train,0.08609271523178808,184.5702
f2215_69,20,,141,train,0.10317460317460317,139.81929
f2237_82,20,,179,train,0.07453416149068323,165.34892
f2240_80,20,,171,train,0.0718954248366013,174.88747
f2256_71,20,,162,train,0.07586206896551724,165.26723
f2266_81,20,,57,train,0.0392156862745098,196.08269
f2268_88,20,,155,train,0.07194244604316546,164.81082
f2306_63,20,,164,train,0.08163265306122448,169.50337
f2320_75,20,,171,train,0.08496732026143791,143.97717
f2322_80,20,,177,train,0.06918238993710692,184.61105
f2346_88,20,,169,train,0.08552631578947369,137.15706
f2351_74,20,,178,train,0.075,183.7275
f2357_70,20,,143,train,0.1015625,149.46552
f2391_85,20,,174,train,0.07692307692307693,158.14711
f2419_83,20,,177,train,0.07547169811320754,168.83641
f2447_93,20,,168,train,0.07947019867549669,170.96387
f2452_69,20,,160,train,0.08333333333333333,151.63493
f2476_67,20,,179,train,0.08695652173913043,155.24878
f2481_58,20,,176,train,0.06962025316455696,146.07562
f2504_69,20,,91,train,0.16049382716049382,160.37527
f2513_56,20,,173,train,0.07741935483870968,186.61748
f2522_61,20,,175,train,0.07006369426751592,165.26587
f2539_96,20,,160,train,0.09722222222222222,147.4282
f3138_46,20,,47,train,0.047619047619047616,190.81621
f3141_36,20,,176,train,0.0759493670886076,158.2229
f3150_21,20,,181,train,0.08024691358024691,150.16032
f3201_07,20,,173,train,0.08387096774193549,187.11491
f3210_22,20,,183,train,0.06707317073170732,153.61996
f3254_32,20,,115,train,0.0970873786407767,150.6959
f3269_06,20,,148,train,0.09022556390977443,161.01357
f3272_48,20,,163,train,0.0821917808219178,167.28793
f3299_12,20,,181,train,0.09876543209876543,146.96051
f3315_23,20,,26,train,0.0,191.22598
f3322_40,20,,183,train,0.06097560975609756,161.7242
f3323_10,20,,153,train,0.10218978102189781,144.86443
f3343_18,20,,179,train,0.08074534161490683,145.89734
f3359_42,20,,172,train,0.05844155844155844,167.02051
f3383_24,20,,180,train,0.08641975308641975,154.39258
f3390_07,20,,182,train,0.0736196319018405,191.28458
f3413_34,20,,167,train,0.10666666666666667,139.70097
f3456_33,20,,14,train,0.0,229.95216
f3471_02,20,,170,train,0.0784313725490196,153.9177
f3475_09,20,,179,train,0.08074534161490683,153.76976
f3479_08,20,,166,train,0.06711409395973154,142.65034
f3502_45,20,,183,train,0.07926829268292683,152.97626
f3516_45,20,,176,train,0.0949367088607595,162.72327
f3520_45,20,,183,train,0.07317073170731707,154.66061
f3555_14,20,,180,train,0.08641975308641975,171.91914
f3564_08,20,,176,train,0.06329113924050633,172.7171
f3572_03,20,,152,train,0.09558823529411764,147.28215
f3574_30,20,,150,train,0.08148148148148149,143.80984
f3635_09,20,,155,train,0.16546762589928057,121.698685
f3639_43,20,,157,train,0.07801418439716312,162.75089
f3649_28,20,,134,train,0.09166666666666666,159.9663
f3655_18,20,,170,train,0.0784313725490196,157.84361
f3721_04,20,,179,train,0.08074534161490683,161.97533
f3724_32,20,,172,train,0.09090909090909091,157.82224
f3732_30,20,,179,train,0.07453416149068323,172.68347
f3742_12,20,,151,train,0.0962962962962963,161.37788
f3748_29,20,,175,train,0.07643312101910828,157.93929
f3759_43,20,,170,train,0.0915032679738562,151.45622
f3787_15,20,,172,train,0.07792207792207792,177.62105
f3808_45,20,,168,train,0.07947019867549669,149.00455
f3881_31,20,,157,train,0.07092198581560284,167.03459
f3898_28,20,,179,train,0.08695652173913043,160.81697
f3915_05,20,,169,train,0.1118421052631579,151.32709
f3934_45,20,,162,train,0.06896551724137931,160.41089
f3982_48,20,,166,train,0.087248322147651,182.33264
f4001_45,20,,179,train,0.07453416149068323,163.82848
f4016_16,20,,175,train,0.07006369426751592,191.04475
f4028_44,20,,174,train,0.057692307692307696,160.23619
f4033_05,20,,170,train,0.0718954248366013,164.01671
f4046_46,20,,158,train,0.11267605633802817,145.3203
f4049_18,20,,183,train,0.07317073170731707,144.29338
f4081_24,20,,180,train,0.06790123456790123,160.13704
f4096_14,20,,176,train,0.056962025316455694,176.68759
f0001_41,20,,414,test,0.023809523809523808,200.67116
f0007_14,20,,376,test,0.07894736842105263,201.3917
f0018_13,20,,384,test,0.07692307692307693,166.17363
f0103_28,20,,357,test,0.027777777777777776,187.4057
f0140_09,20,,347,test,0.0,231.01619
f0143_00,20,,396,test,0.025,209.64633
f0144_05,20,,372,test,0.02631578947368421,183.22586
f0176_30,20,,109,test,0.0,203.15358
f0182_29,20,,242,test,0.04,177.18909
f0197_34,20,,417,test,0.0,168.76353
f0206_38,20,,302,test,0.0967741935483871,149.55652
f0208_05,20,,414,test,0.047619047619047616,206.25142
f0235_17,20,,311,test,0.0625,158.94771
f0250_37,20,,250,test,0.0,169.7864
f0252_30,20,,404,test,0.024390243902439025,177.70029
f0253_40,20,,361,test,0.05405405405405406,211.5357
f0256_08,20,,423,test,0.06976744186046512,170.7587
f0320_41,20,,421,test,0.0,209.24767
f0364_10,20,,326,test,0.12121212121212122,153.11574
f0390_33,20,,361,test,0.05405405405405406,183.75967
f0401_11,20,,408,test,0.024390243902439025,188.98132
f0430_02,20,,351,test,0.027777777777777776,214.80519
f0451_44,20,,420,test,0.023809523809523808,204.17575
f0474_10,20,,231,test,0.041666666666666664,189.92073
f0499_10,20,,107,test,0.0,286.29855
f0561_12,20,,345,test,0.02857142857142857,172.926
f0592_11,20,,236,test,0.041666666666666664,223.1603
f0603_11,20,,326,test,0.09090909090909091,185.32797
f0612_11,20,,331,test,0.058823529411764705,201.88377
f0618_44,20,,272,test,0.07142857142857142,209.87123
f0623_37,20,,318,test,0.03125,169.11649
f0649_22,20,,299,test,0.0,188.95213
f0653_02,20,,346,test,0.02857142857142857,174.2564
f0662_29,20,,313,test,0.03125,194.79071
f0665_47,20,,391,test,0.05,187.71793
f0671_18,20,,353,test,0.027777777777777776,225.35242
f0695_31,20,,368,test,0.02702702702702703,194.56216
f0735_17,20,,320,test,0.0625,177.01382
f0752_25,20,,118,test,0.0,195.84676
f0790_06,20,,116,test,0.0,231.13776
f0816_18,20,,325,test,0.0,236.13887
f0818_03,20,,356,test,0.0,181.5986
f0842_22,20,,356,test,0.027777777777777776,162.81487
f0844_42,20,,30,test,0.0,196.47499
f0847_06,20,,241,test,0.04,206.34242
f0851_41,20,,228,test,0.043478260869565216,188.43169
f0873_42,20,,379,test,0.07894736842105263,195.77144
f0901_39,20,,364,test,0.0,195.26378
f0907_00,20,,280,test,0.03571428571428571,186.7032
f0919_47,20,,394,test,0.025,188.78308
f0920_11,20,,269,test,0.14814814814814814,206.30743
f0936_34,20,,298,test,0.1,166.73619
f0991_47,20,,8,test,0.0,419.79333
f0994_46,20,,37,test,0.0,189.05093
f0995_43,20,,336,test,0.0,222.67656
f1003_41,20,,218,test,0.045454545454545456,210.94496
f1011_35,20,,152,test,0.0625,186.15822
f1021_16,20,,277,test,0.0,194.94087
f1027_05,20,,303,test,0.12903225806451613,171.03368
f1038_35,20,,24,test,0.0,192.19568
f1039_40,20,,330,test,0.030303030303030304,174.21425
f1042_08,20,,325,test,0.0,208.84111
f1145_39,20,,248,test,0.0,235.27356
f1175_48,20,,301,test,0.0967741935483871,131.0601
f1176_40,20,,326,test,0.030303030303030304,172.99533
f1203_10,20,,287,test,0.034482758620689655,173.8293
f1223_27,20,,185,test,0.0,189.71379
f1250_24,20,,233,test,0.08333333333333333,174.49622
f1273_29,20,,315,test,0.03125,194.11494
f1275_19,20,,41,test,0.0,94.096695
f1290_49,20,,261,test,0.1111111111111111,189.66306
f1293_37,20,,278,test,0.0,170.05795
f1303_05,20,,279,test,0.07142857142857142,154.61295
f1316_31,20,,187,test,0.10526315789473684,209.09818
f1336_30,20,,262,test,0.0,195.68857
f1349_00,20,,258,test,0.11538461538461539,166.28525
f1397_09,20,,330,test,0.12121212121212122,156.97643
f1430_10,20,,281,test,0.06896551724137931,201.42249
f1463_23,20,,95,test,0.0,245.1366
f1466_48,20,,297,test,0.0,195.6839
f1481_35,20,,352,test,0.027777777777777776,187.46344
f1494_41,20,,357,test,0.027777777777777776,166.16359
f1503_02,20,,129,test,0.07692307692307693,229.94537
f1509_45,20,,123,test,0.0,175.12909
f1538_15,20,,146,test,0.06666666666666667,116.855446
f1568_21,20,,167,test,0.058823529411764705,177.06232
f1582_49,20,,169,test,0.058823529411764705,177.71408
f1584_28,20,,169,test,0.0,231.54822
f1615_41,20,,114,test,0.08333333333333333,187.34322
f1696_08,20,,125,test,0.0,182.54955
f1706_39,20,,42,test,0.4,114.37349
f1711_35,20,,140,test,0.07142857142857142,164.63278
f1713_02,20,,142,test,0.13333333333333333,106.523544
f1719_12,20,,163,test,0.17647058823529413,183.16913
f1726_01,20,,40,test,0.0,174.08443
f1729_47,20,,54,test,0.16666666666666666,112.86035
f1745_36,20,,139,test,0.07142857142857142,141.40129
f1746_28,20,,115,test,0.16666666666666666,152.19762
f1767_34,20,,51,test,0.16666666666666666,167.64801
f1790_11,20,,143,test,0.13333333333333333,127.65825
f1802_35,20,,109,test,0.0,129.27345
f1806_29,20,,177,test,0.05555555555555555,155.04683
f1829_17,20,,128,test,0.07692307692307693,175.38112
f1845_02,20,,13,test,0.0,266.10202
f1859_39,20,,108,test,0.09090909090909091,159.94096
f1883_03,20,,163,test,0.11764705882352941,139.81017
f1891_18,20,,122,test,0.07692307692307693,137.38078
f1903_48,20,,145,test,0.2,125.11098
f1922_38,20,,153,test,0.0625,158.09293
f2032_22,20,,110,test,0.0,214.25555
f2041_22,20,,158,test,0.125,149.06166
f2053_20,20,,164,test,0.11764705882352941,175.84468
f2055_31,20,,159,test,0.125,188.24594
f2057_23,20,,150,test,0.06666666666666667,140.49422
f2079_27,20,,153,test,0.125,179.0387
f2084_07,20,,160,test,0.0625,182.41931
f2091_28,20,,170,test,0.11764705882352941,162.03992
f2104_50,20,,157,test,0.0625,152.75269
f2126_57,20,,158,test,0.1875,154.96013
f2194_63,20,,172,test,0.05555555555555555,163.66428
f2200_55,20,,168,test,0.0,175.17923
f2215_69,20,,141,test,0.13333333333333333,167.94228
f2237_82,20,,179,test,0.05555555555555555,139.95859
f2240_80,20,,171,test,0.1111111111111111,135.15349
f2256_71,20,,162,test,0.058823529411764705,171.08693
f2266_81,20,,57,test,0.0,176.48615
f2268_88,20,,155,test,0.0625,209.529
f2306_63,20,,164,test,0.11764705882352941,168.99
f2320_75,20,,171,test,0.0,209.22191
f2322_80,20,,177,test,0.1111111111111111,170.10979
f2346_88,20,,169,test,0.17647058823529413,120.532326
f2351_74,20,,178,test,0.05555555555555555,193.98526
f2357_70,20,,143,test,0.0,172.88493
f2391_85,20,,174,test,0.05555555555555555,174.83704
f2419_83,20,,177,test,0.1111111111111111,155.50572
f2447_93,20,,168,test,0.058823529411764705,154.01416
f2452_69,20,,160,test,0.125,148.08693
f2476_67,20,,179,test,0.1111111111111111,134.86166
f2481_58,20,,176,test,0.1111111111111111,155.27762
f2504_69,20,,91,test,0.2,125.79848
f2513_56,20,,173,test,0.1111111111111111,157.41022
f2522_61,20,,175,test,0.1111111111111111,165.23764
f2539_96,20,,160,test,0.0625,156.61166
f3138_46,20,,47,test,0.2,95.56409
f3141_36,20,,176,test,0.05555555555555555,147.92155
f3150_21,20,,181,test,0.10526315789473684,146.57454
f3201_07,20,,173,test,0.1111111111111111,182.40472
f3210_22,20,,183,test,0.15789473684210525,153.99821
f3254_32,20,,115,test,0.16666666666666666,115.61938
f3269_06,20,,148,test,0.06666666666666667,147.48611
f3272_48,20,,163,test,0.058823529411764705,137.78362
f3299_12,20,,181,test,0.05263157894736842,161.82149
f3315_23,20,,26,test,0.0,184.97217
f3322_40,20,,183,test,0.15789473684210525,147.40309
f3323_10,20,,153,test,0.1875,115.43024
f3343_18,20,,179,test,0.0,175.7857
f3359_42,20,,172,test,0.05555555555555555,155.65363
f3383_24,20,,180,test,0.1111111111111111,177.68842
f3390_07,20,,182,test,0.05263157894736842,217.2542
f3413_34,20,,167,test,0.11764705882352941,151.27283
f3456_33,20,,14,test,0.0,136.10492
f3471_02,20,,170,test,0.058823529411764705,176.38292
f3475_09,20,,179,test,0.0,198.09665
f3479_08,20,,166,test,0.29411764705882354,118.96319
f3502_45,20,,183,test,0.0,186.51585
f3516_45,20,,176,test,0.05555555555555555,163.28795
f3520_45,20,,183,test,0.05263157894736842,149.43634
f3555_14,20,,180,test,0.0,187.6993
f3564_08,20,,176,test,0.16666666666666666,182.9147
